Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,AvgH,AvgD,AvgA,Avg>2.5,Avg<2.5,HomeTeamElo,AwayTeamElo,EloDifference,Home_AvgGoalsScored,Home_AvgGoalsConceded,Home_Wins,Home_Draws,Home_Losses,Away_AvgGoalsScored,Away_AvgGoalsConceded,Away_Wins,Away_Draws,Away_Losses,HTH_HomeWins,HTH_AwayWins,HTH_Draws,HTH_AvgHomeGoals,HTH_AvgAwayGoals
2022-09-11 16:30:00,Freiburg,M'gladbach,0,0,D,2.05,3.71,3.51,1.59,2.39,1539.06,1513.57,25.5,2.0,1.0,4,0,1,1.4,1.0,2,2,1,0,0,0,0.0,0.0
2022-09-16 19:30:00,Mainz,Hertha,1,1,D,1.76,3.98,4.49,1.72,2.14,1509.7,1474.78,34.92,0.8,1.6,2,1,2,1.0,1.0,1,2,2,0,0,0,0.0,0.0
2022-09-17 14:30:00,Dortmund,Schalke 04,1,0,H,1.39,5.39,7.41,1.44,2.81,1537.91,1473.52,64.39,1.4,1.4,3,0,2,1.4,2.0,1,3,1,0,0,0,0.0,0.0
2022-09-17 14:30:00,Augsburg,Bayern Munich,1,0,H,15.37,8.69,1.16,1.27,3.81,1491.46,1521.09,-29.63,0.8,1.2,2,0,3,2.6,0.8,2,3,0,0,0,0,0.0,0.0
2022-09-17 14:30:00,Stuttgart,Ein Frankfurt,1,3,A,2.33,3.58,2.99,1.68,2.2,1473.54,1514.42,-40.88,1.0,1.2,0,4,1,2.0,1.2,2,2,1,0,0,0,0.0,0.0
2022-09-17 14:30:00,Leverkusen,Werder Bremen,1,1,D,1.65,4.45,4.74,1.47,2.69,1463.62,1493.81,-30.19,1.6,2.0,1,1,3,2.0,1.8,2,1,2,0,0,0,0.0,0.0
2022-09-17 17:30:00,M'gladbach,RB Leipzig,3,0,H,3.05,3.69,2.26,1.59,2.38,1528.14,1489.11,39.03,0.8,0.8,1,3,1,1.6,1.6,2,1,2,0,0,0,0.0,0.0
2022-09-18 14:30:00,Union Berlin,Wolfsburg,2,0,H,2.02,3.52,3.79,1.98,1.84,1568.26,1463.5,104.76,2.0,0.6,3,2,0,0.6,1.6,1,1,3,0,0,0,0.0,0.0
2022-09-18 16:30:00,Bochum,FC Koln,1,1,D,3.08,3.67,2.25,1.7,2.16,1423.0,1506.99,-83.99,0.6,3.2,0,0,5,1.4,1.2,1,3,1,0,0,0,0.0,0.0
2022-09-18 18:30:00,Hoffenheim,Freiburg,0,0,D,2.17,3.75,3.14,1.56,2.43,1528.57,1538.59,-10.02,2.2,0.8,4,0,1,1.2,1.0,3,1,1,0,0,0,0.0,0.0
2022-09-30 19:30:00,Bayern Munich,Leverkusen,4,0,H,1.37,5.79,7.18,1.3,3.56,1533.63,1451.08,82.56,2.2,1.0,1,3,1,1.6,1.8,1,2,2,0,0,0,0.0,0.0
2022-10-01 14:30:00,Wolfsburg,Stuttgart,3,2,H,2.38,3.47,2.99,1.93,1.89,1478.93,1458.11,20.83,0.6,1.6,1,1,3,0.8,1.4,0,3,2,0,0,0,0.0,0.0
2022-10-01 14:30:00,RB Leipzig,Bochum,4,0,H,1.24,6.62,11.29,1.43,2.85,1501.29,1410.82,90.47,1.2,1.8,2,0,3,0.4,2.8,0,1,4,0,0,0,0.0,0.0
2022-10-01 14:30:00,Freiburg,Mainz,2,1,H,2.1,3.57,3.48,1.88,1.94,1552.35,1495.95,56.4,1.0,0.4,3,2,0,1.0,1.8,2,1,2,0,0,0,0.0,0.0
2022-10-01 14:30:00,Ein Frankfurt,Union Berlin,2,0,H,2.27,3.44,3.21,1.95,1.86,1531.73,1550.95,-19.23,2.4,1.2,3,1,1,2.4,0.6,4,1,0,0,0,0,0.0,0.0
